"","GSM1406033","GSM1406034","GSM1406035","GSM1406036","GSM1406037","GSM1406038","GSM1406039","GSM1406040","GSM1406041","GSM1406042","GSM1406043","GSM1406044","GSM1406045","GSM1406046","GSM1406047","GSM1406048","GSM1406049","GSM1406050","GSM1406051","GSM1406052","GSM1406053","GSM1406054","GSM1406055","GSM1406056","GSM1406057","GSM1406058","GSM1406059","GSM1406060","GSM1406061","GSM1406062","GSM1406063","GSM1406064","GSM1406065","GSM1406066","GSM1406067","GSM1406068","GSM1406069","GSM1406070","GSM1406071","GSM1406072","GSM1406073","GSM1406074","GSM1406075","GSM1406076","GSM1406077","GSM1406078","GSM1406079","GSM1406080","GSM1406081","GSM1406082","GSM1406083","GSM1406084","GSM1406085","GSM1406086","GSM1406087","GSM1406088","GSM1406089","GSM1406090","GSM1406091","GSM1406092","GSM1406093","GSM1406094","GSM1406095","GSM1406096","GSM1406097","GSM1406098","GSM1406099","GSM1406100","GSM1406101","GSM1406102","GSM1406103","GSM1406104","GSM1406105","GSM1406106","GSM1406107","GSM1406108","GSM1406109","GSM1406110","GSM1406111","GSM1406112","GSM1406113","GSM1406114","GSM1406115","GSM1406116","GSM1406117","GSM1406118","GSM1406119","GSM1406120","GSM1406121","GSM1406122","GSM1406123","GSM1406124"
"OSBPL2",3.9548,3.3226,3.2179,3.2096,2.8546,2.9717,2.9859,2.7505,2.4176,2.8454,2.6932,3.329,2.713,2.3724,3.6667,2.9256,3.1252,3.2017,3.1239,2.6165,3.1486,3.7817,2.8263,3.25169,3.21224,3.61884,3.97411,3.69021,2.97581,3.38081,3.76664,3.47918,4.09579,3.1422,3.32334,3.31574,3.41623,3.58235,2.95534,3.244,3.1279,3.04167,3.82906,3.86295,2.46469,3.72157,3.5425,3.828,3.4252,3.857,3.0824,4.0335,3.336,3.7455,3.3094,3.1396,3.4144,3.2171,3.6158,3.0677,3.274,3.942,4.1379,3.9991,3.3755,3.5992,3.5074,3.5977,2.9851,3.13854,2.92275,3.479,3.50153,4.17515,3.83829,3.01922,3.82087,2.89171,3.37785,3.2795,3.13714,3.45338,3.45229,3.65033,3.62872,3.99621,3.81467,3.62173,3.20537,3.58721,3.49991,2.7372
"CNPY2",3.4792,3.3925,3.4963,3.324,3.884,2.9124,2.7211,3.2628,3.1628,3.5257,2.9223,3.2575,2.9101,3.018,3.198,3.0374,3.4812,3.1262,3.4332,3.0951,3.4532,2.9994,3.1308,3.61747,3.6274,3.38187,3.45935,3.53671,3.38216,3.63506,3.23042,3.42185,4.05753,3.21121,3.383,3.46106,3.58996,3.99368,3.4199,3.40655,3.20396,3.07701,3.27308,3.10893,3.34368,3.68657,3.4962,3.4739,3.3196,3.5331,3.3901,3.3991,2.8288,3.1463,3.734,3.3658,3.3549,2.9493,3.4712,3.0899,3.1147,3.0087,2.5965,3.1346,2.8387,3.4481,3.1553,3.6624,3.3629,3.8397,3.58663,4.01802,3.71143,3.10605,3.5015,3.43494,3.08661,3.88176,3.32939,3.52415,3.22248,3.56867,2.79132,3.95182,3.44893,2.84547,3.80325,2.94462,3.10114,3.78008,3.68333,3.99808
"LMBRD1",3.2426,3.0849,3.0439,3.2102,3.2796,3.0728,3.0382,2.8677,2.6309,3.1958,2.936,3.1173,2.4602,2.3437,3.2652,2.9018,3.2605,3.022,2.9229,2.9318,3.2619,3.3407,2.7191,3.58985,2.97462,3.08264,4.08434,3.89396,3.32919,3.13507,3.5233,3.63806,3.11735,3.04694,3.34984,3.13597,3.78067,3.95782,3.36914,3.42529,3.49321,3.4685,3.28262,3.22016,2.79475,3.25799,3.7122,4.1623,3.501,2.8243,3.4203,3.7889,3.8201,3.2862,3.8165,3.6232,3.3049,2.9743,3.4688,3.4121,4.1441,3.6787,3.102,3.553,3.4022,3.1874,3.6328,3.2059,3.2832,3.92991,3.8995,3.98693,3.35198,3.82122,2.8005,3.2937,3.8698,3.84997,3.01024,3.30827,3.47558,3.90337,3.14869,4.05104,3.15074,3.91625,3.66547,3.58261,2.20382,4.13082,3.11464,3.80452
"PRCP",3.2282,2.8203,2.6092,3.1265,2.349,3.0373,2.9322,2.8713,2.5018,3.0682,2.5737,2.9305,2.4936,2.3515,3.1417,3.0888,2.8722,2.8397,2.7042,2.9633,2.8598,3.1482,2.6161,3.56783,3.2545,3.39361,3.75561,3.75177,3.49468,3.31305,3.72534,3.64105,3.9305,3.52581,3.65264,3.30813,3.85136,2.59871,3.30602,3.46944,3.60789,3.37083,3.65884,3.3818,3.22632,3.57448,3.3645,3.8022,3.7,3.8772,3.314,3.9388,3.4705,1.8787,3.1962,3.437,3.079,3.2539,3.7024,3.3661,3.7152,3.9061,3.5716,3.45,3.6091,3.3537,3.6779,3.4085,3.2628,3.68362,3.69169,3.58984,3.22136,3.75233,3.92531,3.23663,4.23217,3.72235,2.80614,3.36773,3.39161,3.89308,3.85622,3.87037,3.79995,3.99167,3.7066,3.78288,3.4009,3.99887,3.63772,3.21321
"ASH2L",3.1108,2.7837,3.0882,3.416,2.6881,3.0852,3.0176,2.7132,2.8229,2.9094,3.2058,3.0182,2.9516,2.9605,3.3442,2.9014,2.8497,2.9874,3.3256,3.0515,3.3017,3.2231,2.8368,3.63364,3.50107,3.60414,3.52983,3.45794,3.32043,3.47973,3.26657,3.4925,3.42524,3.66635,3.15493,3.30526,3.50661,3.2377,3.07584,3.45262,3.44896,3.51833,3.47318,3.13385,3.11863,3.35529,3.6477,4.0118,3.2885,3.7809,3.3271,4.014,3.3925,2.5134,3.4878,3.2184,3.7095,3.2802,3.569,3.2266,3.7715,3.8618,3.711,3.65,3.344,2.7306,3.3265,3.5465,3.2414,3.39337,3.58919,3.79604,3.22868,3.74797,3.47442,3.20141,4.06234,3.22235,2.82374,3.47644,3.30429,3.57603,3.59735,3.80503,3.46223,4.0933,3.55354,4.04879,3.06018,3.66974,3.59356,3.39822
"FAM134C",3.8591,3.7696,3.7116,3.8995,3.3359,3.6672,3.435,3.9083,3.8245,3.8701,3.4628,3.5555,3.1885,3.9674,3.7475,3.6865,3.5288,3.6478,3.6862,3.78,3.8342,3.286,3.434,3.4009,3.09882,3.28821,2.99149,3.70478,2.83538,3.10973,3.31079,3.43778,3.41289,3.30386,3.11515,3.61869,3.33002,3.22612,3.2098,3.32608,3.08998,3.03141,3.10285,3.43991,3.09179,3.15933,3.5904,3.6094,3.1402,3.6186,3.1823,3.5971,3.1473,3.4974,3.3825,3.3603,2.9861,3.0067,3.4916,3.0315,3.1318,3.4555,3.3092,3.0666,3.3898,3.124,3.2372,2.8607,2.6649,2.93531,2.89299,3.44075,3.10383,3.50285,3.34167,3.06768,3.59397,3.24452,2.8575,3.40237,3.39393,3.49867,3.27441,3.14253,3.10414,3.23537,2.95854,3.92782,3.21966,3.32926,3.34984,3.11384
"PSEN1",3.181,2.797,2.656,2.9764,2.6513,2.8045,2.8139,2.6386,2.4759,2.9383,3.0103,3.1457,2.8063,2.2204,3.0305,2.8414,2.828,3.0304,2.8516,2.8659,3.0838,3.2126,2.4385,3.34037,3.46553,3.65905,3.50845,3.67025,3.01973,3.30191,3.68196,3.61145,3.76661,3.50843,3.51178,3.43419,3.47507,3.38235,3.08179,3.48077,3.3959,3.38366,3.7373,3.28389,2.8365,3.66436,3.5625,3.8481,3.2759,3.8863,3.2336,4.0341,3.4857,3.1589,3.3164,3.2135,3.2787,3.1885,3.5896,3.2426,3.8514,3.9688,3.6527,3.7839,3.4438,3.6344,3.4924,3.7799,3.4027,3.41704,3.50283,3.62527,3.48558,3.88617,3.74694,3.03749,4.22514,3.27676,3.54279,3.48797,3.18078,3.67198,3.60717,3.68753,3.71131,3.85011,3.89465,3.89359,3.33627,3.69088,3.58279,3.22385
"GPBP1",3.4251,3.153,3.1755,3.4785,3.4216,3.1296,3.1819,3.0088,2.9769,3.5359,2.8864,3.4539,3.0632,3.1298,3.3245,3.168,3.3023,3.2395,2.9348,3.1228,3.2451,3.207,2.9284,3.48434,3.11387,3.09818,3.9768,3.7209,3.7719,3.32869,3.07339,3.62481,3.7328,2.79923,3.29787,2.54793,3.8261,3.98808,3.558,3.48805,3.33024,3.1001,3.43743,3.35238,2.9671,3.21824,3.167,3.9681,3.2935,2.8885,2.8927,3.5683,3.7271,3.6847,4.1585,3.5517,3.519,3.0008,3.2399,3.28,3.8088,3.4369,3.0452,3.3633,3.4518,3.067,3.2599,3.0597,2.9437,3.95267,3.7598,4.07827,3.33682,3.66987,2.64591,3.09306,3.7194,3.90927,2.32524,3.55892,3.37527,4.07179,3.04876,4.15481,3.0727,3.65632,3.63508,3.10738,2.5195,3.73826,3.38856,3.85582
"FLCN",3.807,3.582,3.0882,3.167,2.8825,3.2831,3.4066,2.8178,3.1178,3.0243,3.1167,3.7411,3.1209,3.2011,3.0589,3.2421,3.3213,3.1098,2.8209,3.2862,3.0149,3.45,3.1267,3.38535,3.15034,3.44833,3.53567,3.45692,3.58982,3.16408,3.39222,3.46574,3.44827,3.50445,3.45528,3.05295,3.7276,3.54383,3.2322,3.44652,3.49131,3.3393,3.35467,3.16199,3.0819,3.16499,3.098,3.4409,3.1589,3.2805,3.274,3.6649,3.465,2.8675,3.4366,3.5231,3.6235,3.4066,3.3611,3.2146,3.8465,3.8186,3.3719,3.6257,3.6034,2.8855,3.2351,3.1795,3.3338,3.49401,3.46566,3.4948,3.21584,3.75668,2.98238,2.96449,4.02772,3.5251,2.75202,3.38192,3.11481,3.84052,3.38133,3.57903,3.45726,3.81543,3.65769,3.79861,2.98364,3.6952,3.31951,3.54955
"TTC3",3.613,3.6218,3.6566,3.7402,3.4066,3.0573,3.0757,3.3472,3.4431,3.3278,3.0868,3.5746,3.1209,3.2374,3.2588,3.2231,2.9167,3.2773,3.2845,3.3741,3.2989,2.9131,3.4618,3.63948,3.61758,3.35625,3.58158,3.48897,3.37756,3.78532,3.01289,3.13806,3.68341,3.12986,3.43617,3.48321,3.26127,3.97492,3.58726,3.51812,3.23752,3.39237,2.9264,3.04468,3.35707,3.64424,3.8666,3.0313,3.2904,3.5401,3.3823,3.1455,3.2399,3.2903,4.0628,3.3565,3.5954,3.1278,3.5918,3.1025,3.4784,2.7699,3.0692,2.6216,3.3483,3.1454,2.8144,2.5881,3.24,3.54804,3.30896,4.05714,3.74309,3.10332,3.04815,3.31722,3.57749,3.91594,2.9474,3.74658,3.20739,3.60873,3.37525,4.04443,3.18389,2.82521,3.0565,3.33829,3.1707,3.3125,3.548,3.65543
"RNF187",3.4799,3.1419,3.2297,3.2305,2.6732,2.9587,3.1999,3.1848,3.5052,3.2419,3.3438,2.6587,3.5545,2.8898,3.8295,2.7437,2.8238,3.6449,4.1149,3.1154,3.1662,3.1527,2.8804,3.85045,3.555,3.43441,3.04981,3.43035,3.54748,3.39836,3.76989,2.86857,4.01732,4.33896,3.50786,3.82357,3.1272,3.11854,2.84014,3.17266,2.96531,3.70581,3.19137,3.85398,3.0924,3.44737,4.2126,3.6499,2.9224,3.7494,3.5848,3.3229,2.9646,2.3416,3.0815,3.1287,4.316,2.8673,3.5013,2.8659,3.6931,3.1274,4.045,3.8883,3.5432,3.1442,2.7381,3.949,3.6899,3.00601,3.29412,3.17865,3.48634,3.18819,3.66414,2.96373,3.36994,3.04745,3.15697,3.09366,2.86772,3.27021,3.12314,3.47812,3.28338,4.55924,3.70377,3.61205,3.10173,3.04518,3.8221,3.81158
"SURF4",3.6177,3.3616,3.422,3.3934,3.2566,3.3403,3.0258,2.9772,3.1884,3.1716,3.237,2.9836,3.0057,2.5279,3.4622,3.2315,3.3234,3.3315,3.5917,3.1743,3.4629,3.4406,2.9951,3.40604,3.06515,3.54058,3.97519,3.28617,3.27172,3.49285,3.32966,3.48786,3.81537,3.58051,3.15576,3.41038,3.34554,3.54298,2.80183,3.41838,3.39319,3.55699,3.43593,3.19077,3.32128,3.72157,3.5729,3.2689,3.2625,3.852,3.3776,3.8163,3.2316,3.0339,3.2419,2.8681,3.504,3.2328,3.5527,3.1884,3.4487,3.6259,3.4384,3.5084,3.586,3.1801,3.3783,3.2466,2.838,3.37695,3.39567,3.64754,2.86865,3.43825,3.53611,3.22775,3.38263,3.52174,2.87448,3.53106,3.06401,3.53125,3.32991,3.4473,3.45282,3.05862,3.39288,3.95998,3.28229,3.6995,3.57689,3.39587
"CDA",3.8932,3.7345,3.3276,2.4453,3.005,2.9632,3.0679,3.1018,2.7559,2.774,2.6456,3.2948,2.8362,2.2698,3.7719,2.5778,3.253,3.163,2.7812,3.3298,3.6432,4.2241,2.3209,3.17137,2.58014,3.51434,3.39009,3.71498,2.0918,3.17124,4.6149,3.69218,3.5632,3.91682,2.99905,3.71328,3.40855,2.20686,2.39506,3.49727,3.55381,3.56649,3.88653,4.58301,2.41437,4.05061,3.4994,3.6345,3.5673,4.2677,3.5419,4.4574,3.0141,3.1853,2.5035,2.7503,3.1165,3.6236,3.8239,3.364,3.9618,4.0733,4.416,4.7528,3.5918,4.0726,3.6286,3.7509,3.2819,3.00025,2.83696,2.43929,2.31052,3.84592,4.14016,3.20011,3.74913,1.49674,3.05988,2.97929,3.09071,2.65687,3.94866,3.10776,3.56492,4.22028,4.53936,4.34123,3.51718,3.58323,2.96892,2.83058
"CEP63",3.8162,3.2514,2.9756,3.3085,3.2439,2.8913,2.8017,3.0333,2.6529,3.8175,2.828,3.6838,2.4963,2.17,3.1723,3.1013,3.1974,3.2339,2.7471,2.9052,3.0865,3.4257,2.8207,3.25359,3.30695,3.3122,3.67055,3.58199,3.46538,3.29349,3.69485,3.32763,3.70944,2.63277,3.48944,2.94904,3.58087,3.75869,3.59272,3.59555,3.23677,3.2239,3.8152,3.84872,2.51515,3.36713,3.3182,3.8144,3.3452,3.4149,2.9824,3.5252,3.5646,4.0232,3.9532,3.4277,3.4214,3.3401,3.3814,3.121,3.8208,4.0288,3.7803,3.7782,3.6241,3.41,3.504,3.1934,3.0366,3.62439,3.65426,3.64842,3.81722,3.84347,3.32997,3.42443,3.44451,3.37012,2.60757,3.38603,3.1988,3.70091,3.3603,3.90561,3.49764,3.5032,3.58261,2.59411,2.83158,3.45529,3.33592,3.31739
"TAOK1",3.3487,3.0874,3.0481,3.3584,2.998,2.9268,2.8011,2.5844,2.7628,3.2212,2.8092,3.4158,2.5784,2.6708,2.985,2.8327,2.8739,3.192,2.879,3.1534,3.1129,3.1681,2.802,3.44988,3.13566,3.22491,3.80845,3.84913,3.38445,3.24194,3.65406,3.37227,3.28778,3.26017,3.49539,2.89413,3.7747,3.67282,3.31809,3.62588,3.33095,3.26681,3.35627,3.25238,3.13246,3.31512,3.5168,4.0827,3.2923,3.3523,3.394,4.1605,3.6821,3.0799,3.8831,3.5207,3.4945,3.2148,3.6554,3.2431,3.9212,3.6555,3.337,3.73,3.6913,2.9152,3.2247,3.0778,3.2428,3.79951,3.71886,4.1838,3.39411,3.77394,3.20282,3.13643,3.96858,3.8273,2.16483,3.5944,3.46128,3.96079,3.33339,3.93129,3.17315,3.85511,3.73277,3.75382,2.25169,3.65778,3.37615,3.74118
"ARL6IP1",3.3881,3.2319,3.0432,2.9017,3.0908,2.7782,3.0382,2.7511,3.0307,3.1534,2.9692,3.075,2.839,2.8834,3.2129,2.9925,3.0833,2.9313,3.3204,3.1194,2.9322,2.8986,2.6735,3.43653,4.01018,3.3581,3.57166,3.38635,3.85085,3.06429,3.48124,3.30516,3.69705,3.2073,3.29787,3.36705,3.50541,3.66113,3.35409,3.42943,3.30815,3.16646,3.32128,3.56428,3.23582,3.40876,3.674,4.1395,3.2314,3.1415,3.3847,3.3947,3.5115,2.9822,3.8002,3.3377,3.7906,3.1943,3.1788,3.325,3.53,3.3272,3.4424,3.6482,3.1732,3.3352,3.1523,3.603,3.4027,3.55254,3.69764,3.87967,3.96318,3.27079,2.9962,3.37872,3.56269,3.69517,2.84524,3.34617,3.22183,4.02006,3.18618,3.74658,3.23126,3.98179,3.96493,3.49401,2.65269,3.69397,3.68973,3.96123
"N4BP1",3.0339,3.3696,2.5824,2.9556,2.3491,3.0971,2.9814,2.4262,2.3979,3.1426,2.6589,3.4028,2.4824,2.2333,3.0194,2.852,2.7488,3.2872,2.2954,3.0829,3.0659,3.362,2.548,3.54705,2.59743,3.30909,3.78975,3.51731,2.91207,3.45265,4.02412,3.74833,3.58178,3.25043,3.27024,3.12057,3.58063,3.64017,3.26335,3.34593,3.36546,3.38327,3.61637,3.79659,2.69125,3.7972,3.1321,3.832,3.5798,3.87,2.7716,4.2747,3.5851,3.3236,3.3214,3.2777,3.3722,3.1413,3.4385,3.3405,3.7596,4.0425,4.1584,3.814,3.8481,3.4798,3.7256,3.2937,3.2196,3.48269,3.75234,3.78278,3.04675,3.92331,3.81222,3.07258,3.98231,3.38343,3.55661,3.55259,3.14555,3.27485,3.87525,3.69802,3.80281,4.45265,3.48372,3.67289,3.45968,3.80027,3.48961,2.79894
"CXCL16",2.6345,2.7168,2.5678,3.3029,2.0739,3.3997,3.2084,2.2567,2.6573,2.6181,2.8529,2.3593,3.2109,2.3869,2.8105,3.0252,2.6524,2.798,2.6177,2.7108,2.8121,3.1359,2.4066,3.29579,3.09377,3.76784,3.73418,4.16465,3.75546,3.3684,4.12336,3.72132,3.48411,4.07059,3.10741,3.02535,3.37935,3.2155,2.66703,3.42736,3.9519,3.70956,3.43593,2.85539,2.91307,3.69207,3.3476,3.9012,3.3698,3.5493,2.8993,3.9712,3.8908,2.5878,2.4003,3.6901,4.0634,3.4424,3.7702,3.7052,3.9205,3.7037,3.9254,4.0816,3.455,3.5309,3.6254,3.2966,3.5119,3.52071,3.55749,3.38884,2.86865,4.33084,3.92586,2.65365,4.30069,3.32072,3.39421,2.95734,3.67758,4.38974,3.72756,3.86622,3.46443,4.28908,3.64397,4.00999,3.47747,3.52968,3.40087,3.35415
"SEPT9",3.2294,3.0947,3.3791,3.4972,3.2854,3.4418,3.1048,3.3399,3.4559,3.411,3.2229,3.2057,3.2785,3.4312,3.2725,3.4056,3.4308,3.2327,3.3144,3.2927,3.2753,3.2092,3.4744,3.35194,3.08106,3.48059,3.71099,3.33917,3.56403,3.45141,2.88042,3.25512,3.66093,3.47533,3.26093,3.68234,3.26051,3.50427,3.50735,3.43014,3.54742,3.59776,3.41476,3.22588,3.71872,3.34634,3.4195,2.5852,3.4957,3.8621,3.3822,3.4626,3.0416,3.0815,3.5155,3.3677,3.4563,3.3224,3.6748,3.3614,3.3218,3.3986,3.4346,3.2391,3.7794,3.4099,3.1421,3.1788,3.1377,3.35534,2.98522,3.55622,3.22755,3.48115,3.53657,3.14895,3.47841,3.26128,3.18055,3.59512,3.29947,3.43081,3.37356,3.30201,3.37339,2.71805,2.72787,3.46869,3.42377,3.04928,3.29436,3.42472
"RPL7L1",3.2274,3.0823,3.3719,3.2902,3.7075,3.0669,2.7217,2.9569,2.8389,3.1677,2.8679,3.0763,2.9868,2.7468,3.3425,2.8083,3.1391,2.9814,3.0182,2.8989,3.2126,3.1674,3.1885,3.40004,3.45926,3.27558,3.58087,3.55859,3.06141,3.48549,3.6283,3.48653,3.84834,3.25733,3.53056,3.31289,3.61801,3.69286,3.52612,3.59739,3.21472,3.16176,3.61994,3.24668,3.23303,3.56166,3.5168,3.671,3.1458,3.5996,3.2108,3.8016,3.2482,2.8926,3.9474,3.5555,3.2698,3.0255,3.4762,3.1056,3.6463,3.5301,3.178,3.623,3.4047,3.4276,3.3022,3.7088,3.3001,3.66865,3.44954,3.77354,3.64252,3.27322,3.41156,3.19361,3.50964,3.51433,2.76161,3.55057,3.15366,3.54258,3.0798,3.7293,3.2865,3.21864,3.72813,3.31261,2.78502,3.65335,3.66024,4.04903
"PSMD6",3.3922,3.1921,3.0923,3.2857,3.2402,2.7838,2.8425,2.8531,2.7841,3.4436,2.7705,3.093,2.9254,2.7882,3.2875,2.9929,3.3789,3.0394,3.0903,3.0128,3.3878,3.4416,2.8741,3.31961,3.10185,3.31315,3.81987,3.48003,3.34811,3.40097,3.27804,3.461,3.94867,3.0524,3.30991,3.5257,3.69901,3.67049,3.23137,3.40095,3.23602,3.09765,3.39975,3.45383,3.07756,3.69521,3.3621,3.6146,3.2904,3.7666,3.2388,3.8003,3.2971,3.4874,3.8824,3.1293,3.1615,3.2267,3.3124,3.0091,3.5445,3.6642,3.1904,3.3935,3.2643,3.3996,3.508,3.2979,3.0723,3.59521,3.51904,3.78081,3.26028,3.40429,3.38917,3.31962,3.96858,3.60282,2.81706,3.41623,3.19681,4.08863,3.53029,3.96508,3.27901,3.35679,3.51098,3.8558,3.02805,3.74363,3.33708,3.56636
"NGLY1",3.2665,3.0427,3.1626,3.4727,3.2778,2.8607,2.7619,2.7938,2.9441,3.2321,2.817,3.0783,2.9587,3.0185,3.3206,3.0382,3.1956,2.9801,3.0166,2.984,3.2772,3.3593,2.6802,3.40946,3.33377,3.46126,3.83889,3.72005,3.36291,3.53788,3.43895,3.31344,3.79331,2.85903,3.54209,3.23971,3.52864,3.97617,3.39585,3.43149,3.33166,3.12444,3.40026,3.02749,2.99041,3.42584,3.6188,3.9475,3.2274,3.2667,3.1365,3.3849,3.4513,3.5252,4.1106,3.3068,3.171,3.0249,3.4422,3.1143,3.7205,3.4904,2.837,3.4408,3.2734,3.1739,3.2282,3.3758,3.0925,3.71962,3.54896,3.99598,3.68772,3.69728,3.02552,3.45738,3.8162,3.76616,2.76248,3.58523,3.27753,4.00785,3.301,4.19776,3.16369,3.31744,3.67514,3.5793,2.77909,3.53863,3.40643,3.89043
"UBQLN2",3.788,3.3883,3.4019,3.3569,3.5263,3.291,3.2471,3.3032,3.2132,3.5491,3.0025,3.5756,2.9438,3.0111,3.1447,3.0344,2.936,3.4371,2.7082,3.2919,3.2096,3.2689,3.0984,3.37751,2.80573,2.97254,3.69229,3.46299,3.46249,3.45898,3.03739,3.2915,3.82368,3.17762,3.34399,3.23469,3.61132,3.7638,3.58468,3.35534,3.22921,2.96108,3.14101,3.47739,3.025,2.58601,3.6318,3.5587,3.3998,3.1334,3.2841,3.7767,3.3645,3.5525,3.8608,3.3532,3.2995,3.0906,3.5812,3.1497,3.4258,3.2739,3.1241,3.202,3.3956,2.6675,3.2822,2.763,3.1758,3.81037,3.50554,4.14739,3.31376,3.45441,2.79686,3.20594,3.88625,3.72176,2.65984,3.45311,3.22639,3.86479,3.49649,4.24395,3.15893,3.51379,3.31832,4.0819,2.49439,3.99237,3.43283,3.80982
"STX16",3.0054,2.9002,3.206,3.2505,3.4809,2.8398,2.8442,3.0115,3.0798,3.0412,2.7801,3.3541,2.7796,2.8468,3.3032,2.9473,3.1519,3.2935,2.6662,2.9323,3.1631,3.1789,2.8407,3.381,3.36848,3.35994,3.86813,3.42725,3.33473,3.47643,3.55382,3.60839,3.3738,3.1038,3.51568,2.74838,3.541,4.02624,3.36126,3.35895,3.06215,3.26023,3.26573,3.1152,3.05057,3.57618,3.4607,3.6769,3.1388,3.5539,3.507,3.6722,3.465,3.09,3.6599,3.3405,3.4094,2.8916,3.4965,2.9863,3.3519,3.7647,3.4803,3.5917,3.7812,3.2399,3.3946,3.326,3.1874,3.77658,3.69289,3.8431,3.44921,3.76706,3.23186,3.36952,3.43438,3.77239,3.23421,3.57291,3.13159,3.86328,3.41593,3.72472,3.30076,3.55846,3.95066,3.32056,2.99647,3.90298,3.63583,3.41223
"CDK5RAP3",3.0552,2.9835,3.4381,3.3724,3.1761,2.9851,2.5077,2.8115,2.8858,3.043,2.9289,2.9857,2.9339,2.8941,3.3267,2.8515,3.2495,3.0641,2.9041,2.6638,3.4873,3.3626,3.2297,3.44155,3.71554,3.71843,4.10069,3.80605,3.22983,3.40184,3.5837,3.31193,3.46165,3.38575,3.75035,3.45676,3.52983,3.82025,3.18236,3.23064,2.82583,3.44614,3.50135,3.20613,3.02758,3.91406,3.577,3.3878,3.2835,4.2109,3.5841,3.7366,3.3246,2.5701,3.6121,3.5231,3.5237,3.0326,3.3477,2.7599,3.4304,3.5749,3.9704,3.4755,3.6784,3.4672,3.2956,2.6112,3.1185,3.49752,3.51837,4.04041,3.61764,3.63155,3.59527,3.25612,3.42418,3.69934,3.13632,3.33162,3.47394,3.24501,3.20228,3.34355,3.47595,3.46987,3.56503,3.41268,3.34181,3.5584,3.00015,3.30368
"IRF9",3.437,3.1395,3.3864,3.9338,3.1549,3.2027,3.4227,2.6092,2.461,3.3768,3.1875,3.2076,3.2884,2.7778,3.0477,3.132,3.3243,3.2165,2.856,2.8972,3.6119,3.6166,3.2048,3.37314,3.46319,3.89147,3.63494,3.49095,3.26593,3.13716,3.66284,3.35341,4.01006,3.04694,3.13475,3.81688,3.37935,3.17333,3.19846,3.0661,3.27768,3.20272,3.74341,3.01949,2.95022,3.50297,3.4324,2.9956,3.7378,3.5455,3.2638,3.4699,3.4928,2.8243,3.1556,3.2641,3.262,3.0493,3.2562,3.2324,3.6479,3.6415,4.056,3.6338,3.478,3.528,3.367,3.366,3.0683,3.28788,3.9905,3.57783,3.37113,4.05317,3.28997,3.35676,3.62814,3.07979,3.52907,3.31815,3.15434,3.52365,3.44908,2.969,3.35701,3.7578,2.94901,3.80854,3.3573,3.29635,3.33359,2.77745
"SOS2",3.5178,3.2045,3.2297,3.0754,2.8813,3.0736,3.096,3.1283,2.5754,3.2424,2.733,3.6864,2.7619,2.5626,3.2766,2.7116,2.8403,3.3777,2.716,3.0825,3.052,3.7017,2.3665,3.17841,3.18969,3.40258,2.50883,3.51255,2.43927,3.38786,3.85047,3.45489,3.17534,3.27051,3.37514,3.378,3.72399,3.23665,3.34499,3.36688,3.10907,3.23438,3.44145,3.96923,2.53521,3.5855,3.2589,4.1329,3.5585,3.7679,3.175,4.1214,3.3438,4.1114,3.2059,3.0962,3.1923,3.2221,3.7411,3.0671,3.53,3.8757,3.6346,3.9715,3.5882,3.8541,3.5933,3.1597,3.0366,3.30601,3.01615,3.46803,3.5491,3.9261,3.80486,3.25487,3.89662,3.00478,3.74283,3.40237,3.12392,3.39626,3.64973,4.00114,3.51316,3.80857,3.97592,3.80854,3.17013,3.73228,3.08582,2.70532
"RBM25",3.8218,3.5388,3.4461,3.325,3.8303,3.2122,3.2549,3.4316,3.3356,3.7336,3.1394,3.7617,2.9207,3.4924,3.3722,3.2491,3.3201,3.3553,2.8354,3.5093,3.2032,3.2647,2.9511,3.50367,3.24269,2.99643,3.68377,3.37031,3.77073,2.94877,3.31525,2.99282,3.39627,2.47905,3.58548,2.68656,3.95789,4.13107,3.91338,3.49727,3.35686,3.32537,3.23887,3.52432,3.00944,2.54144,3.5718,3.8547,3.2405,2.8344,3.1318,3.4916,3.6726,3.6451,4.232,3.5069,3.3612,3.1611,3.2648,3.265,3.6463,3.1072,3.1528,3.4704,3.4341,2.5513,2.8771,2.4738,3.4311,3.90678,4.04003,4.11963,3.68373,3.23881,2.59792,3.26731,3.54019,3.6886,1.96029,3.5842,3.32874,3.9063,3.12957,3.99126,2.85055,3.38013,3.62114,2.79004,1.76206,3.44874,3.21818,3.93963
